2	2652.5665	1772.3448	-0.01825	0.0623
5	1668.1247	1882.8265	0.58135	0.3275
8	1448.9751	2334.9766	0.17705	0.0853
17	987.0051300000001	2672.3523	0.07935	0.02015
18	1993.0582	1545.4589	0.1027	0.1682
24	986.6388199999999	2346.373	0.10995	0.09505
25	2193.7870000000003	3068.7864	-0.0017	-0.05925
37	784.00342	1001.2835	-0.03105	-0.0515
39	775.52105	322.91495	0.0793	0.0038
40	1809.1653	198.9298	0.0328	0.0305
48	3340.0606	308.77195	-0.07085	0.0363
53	439.90393	1155.5872	0.0023	-0.03435
58	2078.9018	1949.6199	-0.1555	-0.20395
64	1731.4705	3318.3495	-0.04435	0.08935
65	2091.6913	2360.8279	0.01605	-0.0148
73	99.803075	1936.6472	-0.0314	-0.0107
88	304.90082	372.79048	0.03075	-0.06075
93	780.82995	2700.6804	0.0212	0.04405
97	318.05438	1361.9261	-0.0026	-0.0283
99	2025.9489999999998	727.69085	0.0326	-0.0232
102	1742.1154	1984.961	0.1792	0.0978
106	2865.9538	1963.1213	0.00145	0.01435
112	3302.0963	267.4799	-0.02065	0.05255
122	2838.4226	2868.8759999999997	-0.0802	-0.0016
129	2548.6095	3109.9066	-0.0349	-0.0421
132	146.4432	1433.9151	0.0293	-0.027999999999999997
142	738.132	1735.3795	-0.05795	-0.06155
156	1185.8767	2569.0375	0.11625	0.0744
158	2048.9863	3016.0364	-0.0297	-0.01945
168	155.97797	1308.786	-0.08105	0.07645
179	1608.106	1487.7769	0.01145	-0.35455
197	2113.4171	133.26968	0.0019	-0.06555
198	2340.1205	1170.4068	-0.0469	0.0495
202	2114.6346	2262.0388	0.2144	0.0445
208	1669.3085	439.2878	-0.0757	-0.2889
209	1282.9452	2693.7578	0.0428	0.0308
214	2933.8879	2738.0105	-0.07455	-0.0628
229	2549.8929	965.0798300000001	0.02285	0.0858
230	665.13822	1593.1814	0.0909	0.0337
231	405.01125	832.24442	0.0403	0.13635
237	1141.35	3045.7145	0.0048	0.0818
254	2033.6789	882.62463	0.19399999999999998	0.0244
255	2627.1392	2955.1042	0.12875	-0.02905
261	2915.5409999999997	60.899275	-0.0155	0.11025
263	2159.0747	620.36865	0.0599	0.10135
266	1087.2089	1631.0810000000001	-0.14785	0.0562
267	184.58408	2807.9401	-0.0567	0.08175
268	2623.4886	2876.3323	0.2847	0.1563
274	2132.7521	1910.9493	-0.0241	0.03245
281	2911.7134	2921.2678	-0.02995	-0.0335
285	197.31775	412.1897	0.0456	0.0299
290	1882.3538	2278.9889	-0.2009	-0.09225
298	1496.1395	3294.6929999999998	0.02355	-0.0227
300	2711.5306	3079.2678	0.09765	0.02155
302	2212.3671	1715.3899	-0.09085	-0.09855
310	296.99293	2330.2785	0.00245	0.0521
316	2212.8052	3176.4041	0.0293	0.0233
317	2151.3387	1828.0751	-0.4757	0.1571
318	539.56592	2269.7451	-0.0394	0.09375
324	718.39977	2982.5168	-0.02	0.0539
326	60.771275	2579.8417	0.11965	0.55155
328	1021.0994	1483.412	-0.028999999999999998	-0.0918
330	381.94675	3249.0451	-0.0132	0.04575
331	2841.2558	1275.2563	-0.08945	-0.00325
335	3066.4637	894.2918300000001	0.15315	0.00745
340	1244.147	2494.1114	0.10015	0.0564
345	290.52357	589.9964	-0.03	-0.05945
351	3141.9507	1179.4348	0.01115	0.06
355	1425.0618	938.41522	0.13425	-0.0987
358	2476.5243	1154.0597	-0.1065	-0.13115
363	482.64205	2059.5801	0.0203	0.026000000000000002
366	1746.3846	1526.5212	0.7907	0.21135
367	2780.1455	1682.0862	-0.08185	-0.0399
370	768.46955	711.0032	-0.00205	-0.48845
371	2198.218	1637.5221	-0.25935	-5e-05
383	2640.2356	50.032	0.13699999999999998	0.19395
386	1457.5713	2585.4301	-0.0249	0.02975
387	3350.1242	2977.3797	-0.22765	-0.50555
390	1926.5769	1313.3963	0.14695	0.30285
391	129.35992	756.4914	-0.0235	0.0099
393	21.5968	674.97357	-0.04165	-0.0986
394	259.5688	2183.6634	-0.04575	0.04735
399	1223.5458	409.21215	-0.0475	0.41095
400	2795.5888	1271.8372	0.0809	-0.0677
407	674.38555	2252.5206	-0.0139	-0.0114
411	808.24105	1020.8091	0.0425	-0.19045
432	1328.4848	1997.0695	0.11955	-0.0118
435	3138.6112	222.0188	-0.02525	0.04045
438	389.79282	735.16453	0.0163	-0.02905
442	141.62508	717.08807	-0.0089	-0.0536
443	1403.1572	1012.45	0.09205	-0.05295
448	3016.4127	1386.6146	0.01275	0.1679
449	1462.5082	1662.1868	-0.53875	-0.1198
450	2836.9092	799.03688	-0.21415	0.09095
452	936.3222300000001	1949.5069	-0.09795	0.09795
454	800.23635	2498.3695	-0.021	0.09325
456	1889.0216	821.49177	0.07465	0.02145
458	2398.0008	2523.8432	0.004	-0.07245
460	1265.2115	2192.0436	0.07365	0.1614
461	1329.3532	2140.4983	-0.0023	0.14315
462	1003.9911	2829.4074	0.0308	-0.1986
467	2189.7366	2018.3859	-0.06255	-0.2353
470	425.68498	568.42645	-0.3601	0.8405
471	3056.1733	540.96375	-1.32785	-0.6295
475	3145.0595	664.48335	0.0079	0.04245
481	2838.1451	787.1577	-0.77725	-0.078
483	287.69925	2956.2209999999995	0.00295	0.0408
488	552.7893	1492.8311	-0.0152	0.02495
491	3288.1397	411.08747999999997	-0.01595	0.03765
500	400.83277999999996	1731.2799	-0.00725	-0.0304
501	1402.3566	2344.3308	-0.0162	0.15575
534	1771.0204	1160.0087	0.21995	0.02945
536	2677.7897	2864.5215	0.01825	-0.062
540	3155.1241	507.96615	-0.0435	-0.0164
542	237.69145	2503.9811	-0.0265	-0.01875
544	973.70615	651.22678	0.05815	-0.04485
546	2386.3228	2304.3495	0.0295	-0.06515
548	3336.0173	474.12667000000005	-0.01375	0.0163
549	173.83987	1945.7294	-0.0312	0.0267
550	3245.284	791.32215	0.10245	0.21445
552	2872.522	1864.3511	-0.0751	0.0839
